time_s,temperature_c,pressure_torr,flow_sccm,truth_temperature_c,truth_thickness_nm,state,fault,heater,throttle,flow_command,precursor
157.25,450.0097378029174,2.994997482757241,100.22198213006988,450.0755780220168,44.35467278322133,DEPOSITION,NONE,0.44743416,0.3782806,100.0,True
157.5,450.11543696033226,3.002473199402454,100.21154826950529,450.0755370672232,44.56222414669373,DEPOSITION,NONE,0.44473987,0.38006515,100.0,True
157.75,449.98937403404636,3.001648777403979,99.96382764794947,450.0675100516948,44.76976485587396,DEPOSITION,NONE,0.44825033,0.37989119,100.0,True
158.0,450.06053119641336,2.99881412343596,99.99980216013174,450.06991349263836,44.977305217356225,DEPOSITION,NONE,0.446371,0.37921164,100.0,True
158.25,450.2338329120807,2.9995366931003593,99.97694008779128,450.0667388821363,45.184844438310606,DEPOSITION,NONE,0.44191852,0.37937601,100.0,True
158.5,450.00889592417604,3.000223274675763,99.8657697905038,450.0503765089035,45.392369966387704,DEPOSITION,NONE,0.4481225,0.37953962,100.0,True
158.75,449.97705574104475,2.999019886785693,99.91512275316873,450.0524545056272,45.599896917310794,DEPOSITION,NONE,0.44888094,0.37924508,100.0,True
159.0,450.03900270006415,2.997421887747297,100.30059366685433,450.0567741230047,45.807428979695864,DEPOSITION,NONE,0.44715239,0.37883796,100.0,True
159.25,450.255315750763,3.0008142480770212,99.99195722227915,450.0559566396658,46.014963964655465,DEPOSITION,NONE,0.44148819,0.37964278,100.0,True
159.5,450.3669669846622,3.000362155864048,99.98697317381966,450.03835236024236,46.22248235226779,DEPOSITION,NONE,0.43886678,0.37953974,100.0,True
159.75,450.05850180111264,3.0002783513037974,100.21154765597254,450.0130328445899,46.42997807133381,DEPOSITION,NONE,0.44733774,0.37952262,100.0,True
160.0,450.01005653444486,3.005633182191278,99.86769681099973,450.01290123831745,46.637473237644606,DEPOSITION,NONE,0.44847181,0.38084823,100.0,True
160.25,450.1202390904199,2.9958605847375623,100.27256514349358,450.01613155788203,46.844963107389795,DEPOSITION,NONE,0.44540673,0.3785052,100.0,True
160.5,449.9606817294723,2.9990336612433444,100.13863553594537,450.01026654530625,47.05245377739516,DEPOSITION,NONE,0.44959832,0.37923923,100.0,True
160.75,450.2051452945306,2.9959504085951076,99.94807615125376,450.0168441919264,47.259951534929726,DEPOSITION,NONE,0.44297416,0.37846527,100.0,True
161.0,449.794528044887,3.0000316404234155,99.98479411972879,450.00376653580696,47.46744364875532,DEPOSITION,NONE,0.45390076,0.37942201,100.0,True
161.25,449.9707772917531,2.997561279928718,99.9421140304228,450.02311739516705,47.6749525665855,DEPOSITION,NONE,0.44883472,0.37880974,100.0,True
161.5,449.9154322456578,3.001402401815474,100.2273925070807,450.0273915464674,47.882468689313136,DEPOSITION,NONE,0.45018107,0.37972588,100.0,True
161.75,449.7460344833948,2.999350263276859,99.93727423388587,450.03564309968016,48.089989985510734,DEPOSITION,NONE,0.45446004,0.37923405,100.0,True
162.0,450.1304075594225,2.9968968396555393,99.97803462539606,450.0565522711473,48.29753046813821,DEPOSITION,NONE,0.44402825,0.37861852,100.0,True
162.25,449.890536338793,3.002100149361182,100.01489119449373,450.0464751661648,48.505066614609945,DEPOSITION,NONE,0.45057223,0.37986309,100.0,True
162.5,450.03160543499195,3.0009470153284576,99.96302750430534,450.05582661982646,48.71260792209869,DEPOSITION,NONE,0.44674265,0.3796021,100.0,True
162.75,449.8207244284129,3.001546773948706,100.0432405255686,450.05379757585945,48.92014612868318,DEPOSITION,NONE,0.45236275,0.3797611,100.0,True
163.0,450.045321551736,3.002588100391041,100.18277433246877,450.0684334919677,49.127694928011124,DEPOSITION,NONE,0.4462578,0.38003728,100.0,True
163.25,449.9010855661815,2.997077682612989,100.23209276436516,450.06492796129976,49.33523699229505,DEPOSITION,NONE,0.45018201,0.3787093,100.0,True
163.5,450.28589296256655,2.9974504237740023,99.82289349216448,450.07306518257786,49.542790393396274,DEPOSITION,NONE,0.4400125,0.37876592,100.0,True
163.75,449.9553982727776,2.9983841686482187,99.76239012521698,450.051033405838,49.75032824411698,DEPOSITION,NONE,0.4491441,0.37896432,100.0,True
164.0,450.06081258194064,2.996173146387629,99.81844155249375,450.05613749402823,49.95787288839223,DEPOSITION,NONE,0.44628621,0.37839649,100.0,True
